City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,tongliao,43.6125,122.2653,100.0,20,71,12.44,CN,1687925338
366,cherdyn',60.403,56.4787,66.76,46,76,6.82,RU,1687925339
367,sergeyevka,53.88,67.4158,61.97,56,16,14.52,KZ,1687925339
368,santana,-0.0583,-51.1817,77.18,100,0,1.14,BR,1687925274
369,klaksvik,62.2266,-6.589,52.72,87,88,21.27,FO,1687925340
370,mili,6.0815,171.735,81.05,83,98,12.73,MH,1687925341
371,nurota,40.5614,65.6886,84.61,17,0,12.01,UZ,1687925341
372,igarka,67.4667,86.5833,59.63,53,30,5.57,RU,1687925342
373,tralee,52.2704,-9.7026,61.36,97,100,5.48,IE,1687925342
374,turkmenbasy,40.0222,52.9552,78.78,56,1,16.13,TM,1687925343
375,mulayjah,27.271,48.4242,93.33,9,23,8.59,SA,1687925343
376,yangambi,0.8102,24.4336,69.31,98,50,1.34,CD,1687925343
377,saacow,1.6279,42.4407,73.62,89,22,9.55,SO,1687925344
378,borkum,53.5809,6.6915,60.75,86,100,9.28,DE,1687925344
379,punxsutawney,40.9437,-78.9709,65.01,94,90,4.0,US,1687925344
380,christchurch,-43.5333,172.6333,53.91,85,100,1.14,NZ,1687925231
381,yerofey pavlovich,53.9667,121.9667,79.02,50,78,5.03,RU,1687925345
382,ketchikan,55.3422,-131.6461,70.27,56,0,5.75,US,1687925195
383,tianpeng,30.9866,103.9393,75.45,83,100,11.52,CN,1687925346
384,sumbe,-11.2061,13.8437,64.44,86,76,3.02,AO,1687925346
385,maumere,-8.6199,122.2111,83.43,71,49,1.81,ID,1687925347
386,puerto armuelles,8.2833,-82.8667,79.09,74,100,5.01,PA,1687925347
387,flin flon,54.7682,-101.865,57.09,95,32,9.06,CA,1687925348
388,san blas,21.5167,-105.2667,81.64,80,30,0.83,MX,1687925348
389,antofagasta,-23.65,-70.4,60.08,88,43,1.45,CL,1687925348
390,berdigestyakh,62.0989,126.6992,85.14,46,0,7.63,RU,1687925349
391,malpica,43.3228,-8.8105,63.34,78,66,12.57,ES,1687925349
392,kavieng,-2.5744,150.7967,83.7,69,75,9.28,PG,1687925350
393,mount gambier,-37.8333,140.7667,50.77,65,97,8.63,AU,1687925350
394,igra,57.5558,53.0547,66.38,57,69,4.05,RU,1687925350
395,qaqortoq,60.7167,-46.0333,42.76,83,100,4.34,GL,1687925351
396,ardmore,34.1743,-97.1436,87.46,73,0,5.75,US,1687925060
397,peace river,56.2501,-117.286,69.87,65,89,4.61,CA,1687925351
398,kikwit,-5.041,18.8162,71.6,79,5,0.81,CD,1687925352
399,hermanus,-34.4187,19.2345,52.81,82,24,4.97,ZA,1687925113
400,fort mcmurray,56.7268,-111.381,72.99,60,0,4.61,CA,1687925137
401,jesup,31.6074,-81.8854,79.95,78,0,0.0,US,1687925353
402,thinadhoo,0.5333,72.9333,82.09,66,76,4.83,MV,1687925354
403,imbituba,-28.24,-48.6703,68.86,73,35,4.32,BR,1687925354
404,fayroz koh,34.5195,65.2509,66.24,25,0,3.31,AF,1687925355
405,taro,-8.3862,115.28,77.0,60,49,4.68,ID,1687925355
406,minas de marcona,-15.2119,-75.1103,53.1,89,24,12.1,PE,1687925355
407,lamu,-2.2717,40.902,75.42,84,65,11.65,KE,1687925356
408,leh,34.1667,77.5833,60.85,45,9,5.44,IN,1687925356
409,kudahuvadhoo,2.6708,72.8944,82.22,70,79,6.58,MV,1687925357
410,conduaga,8.862,117.4893,87.85,63,40,10.71,PH,1687925357
411,richland hills,32.816,-97.2281,92.32,54,0,13.8,US,1687925089
412,swakopmund,-22.6833,14.5333,50.99,84,0,1.99,NA,1687925358
413,gorontalo,0.5412,123.0595,86.92,68,53,4.29,ID,1687925359
414,okhotsk,59.3833,143.3,59.83,77,16,8.88,RU,1687925359
415,artemovskiy,57.3555,61.8686,65.59,52,52,6.08,RU,1687925359
416,island harbour,50.724,-1.2758,64.18,93,30,1.01,GB,1687925360
417,touros,-5.1989,-35.4608,73.9,92,3,11.41,BR,1687925360
418,bataipora,-22.2953,-53.2711,60.75,75,0,4.99,BR,1687925361
419,aksu,41.1231,80.2644,85.5,24,26,1.74,CN,1687924826
420,mar del plata,-38.0023,-57.5575,49.95,76,0,16.11,AR,1687925249
421,columbia falls,48.3725,-114.1815,62.02,77,0,0.0,US,1687925362
422,afua,-0.1567,-50.3867,74.62,92,42,4.18,BR,1687925363
423,ust'-kulom,61.6864,53.6902,59.02,88,100,4.63,RU,1687925364
424,zyryanskoye,56.8306,86.6258,68.25,58,100,13.24,RU,1687925365
425,mersa matruh,31.3525,27.2453,71.8,88,0,4.61,EG,1687925099
426,vallegrande,-18.4897,-64.1069,52.57,94,53,5.32,BO,1687925365
427,ulsteinvik,62.3432,5.8487,58.91,91,3,5.01,NO,1687925366
428,shingu,33.7333,135.9833,86.72,61,100,12.73,JP,1687925366
429,newman,37.3138,-121.0208,79.14,61,86,1.99,US,1687925367
430,sinabang,2.4803,96.3801,84.52,68,97,3.76,ID,1687925367
431,antsiranana,-12.2787,49.2917,71.24,62,34,13.65,MG,1687925367
432,mana,5.6592,-53.7767,76.87,90,69,7.74,GF,1687925368
433,ilaro,6.8865,3.0205,71.92,96,100,8.23,NG,1687925368
434,cestos city,5.46,-9.5828,76.37,73,100,7.92,LR,1687925369
435,sao desiderio,-12.3633,-44.9733,65.25,67,19,3.56,BR,1687925369
436,podporozh'ye,60.9112,34.1706,62.28,81,65,1.32,RU,1687925369
437,nanning,22.8167,108.3167,88.11,68,56,11.3,CN,1687925370
438,abalak,58.1286,68.5944,60.71,59,85,7.61,RU,1687925370
439,northam,51.0333,-4.2167,64.38,96,100,10.8,GB,1687925370
440,pagar alam,-4.0167,103.2667,76.95,85,57,3.09,ID,1687925371
441,ash shuhada',30.5962,30.8988,72.0,79,0,4.07,EG,1687925371
442,arkhangel'sk,64.5401,40.5433,54.91,59,14,4.47,RU,1687925372
443,bulayevo,54.9056,70.4439,58.15,72,95,18.48,KZ,1687925372
444,kiunga,-6.1219,141.2906,81.03,87,85,3.67,PG,1687925372
445,ormara,25.2088,64.6357,85.21,79,97,10.13,PK,1687925373
446,boende,-0.2167,20.8667,71.87,96,97,0.65,CD,1687925373
447,brush,40.2589,-103.6238,75.0,68,0,9.1,US,1687925374
448,berezovyy,51.6667,135.7,83.44,42,6,5.84,RU,1687925374
449,bridlington,54.0831,-0.1919,62.53,95,96,4.0,GB,1687925375
450,lozova,48.8894,36.3176,61.09,75,96,3.94,UA,1687925349
451,bengkulu,-3.8004,102.2655,84.79,66,46,6.4,ID,1687925375
452,nadym,65.5333,72.5167,50.13,78,100,11.27,RU,1687925376
453,progreso,21.2833,-89.6667,79.11,89,23,10.07,MX,1687925376
454,eenhana,-17.4667,16.3333,39.54,47,6,3.02,NA,1687925376
455,ternate,0.8,127.4,83.55,74,86,3.56,ID,1687925377
456,yarmouth,41.7057,-70.2286,72.07,92,100,9.22,US,1687925377
457,bartlesville,36.7473,-95.9808,75.58,78,0,3.44,US,1687925288
458,flying fish cove,-10.4217,105.6791,78.48,73,75,14.97,CX,1687925378
459,villa union,23.2,-106.2333,85.91,74,0,0.0,MX,1687925378
460,jalai nur,49.45,117.7,62.91,81,100,5.88,CN,1687925378
461,northwest harborcreek,42.1494,-79.9946,63.03,88,100,9.22,US,1687925379
462,battagram,34.6772,73.0233,76.69,73,80,3.85,PK,1687925379
463,sayalkudi,9.1833,78.45,88.65,51,84,12.19,IN,1687925380
464,happy valley-goose bay,53.3168,-60.3315,62.91,67,100,8.05,CA,1687925380
465,longgang,37.6508,120.3286,85.05,60,100,8.75,CN,1687925381
466,khandyga,62.6667,135.6,85.87,39,89,4.27,RU,1687925381
467,metahara,8.9,39.9167,73.98,66,63,9.46,ET,1687925381
468,fale old settlement,-9.3852,-171.2468,83.95,73,14,15.05,TK,1687925382
469,urangan,-25.3,152.9,68.32,63,31,11.77,AU,1687925382
470,gedo,9.0167,37.45,51.71,94,48,1.54,ET,1687925382
471,chuguyevka,44.1653,133.8633,73.63,87,87,3.83,RU,1687925383
472,mirpur bhtoro,24.7286,68.2603,90.9,58,99,13.6,PK,1687925383
473,gadzhiyevo,69.2551,33.3362,51.49,79,91,4.54,RU,1687925384
474,smithers,54.7804,-127.1743,70.83,57,69,4.7,CA,1687925384
475,pariaman,-0.619,100.12,82.45,68,72,5.55,ID,1687925384
476,ceerigaabo,10.6162,47.368,63.57,70,64,16.58,SO,1687925385
477,puerto cabezas,14.0351,-83.3888,79.25,88,99,7.27,NI,1687925385
478,greymouth,-42.4667,171.2,53.64,84,79,3.91,NZ,1687925385
479,san pedro pochutla,15.7333,-96.4667,80.71,88,98,2.53,MX,1687925386
480,lata,40.1629,-8.3327,65.91,83,0,2.01,PT,1687925253
481,orsk,51.2049,58.5668,68.85,42,0,4.56,RU,1687925387
482,batyrevo,55.0675,47.6111,65.93,59,93,3.76,RU,1687925387
483,waingapu,-9.6567,120.2641,83.75,69,27,8.66,ID,1687925387
484,mogocha,53.7333,119.7667,75.09,38,20,5.46,RU,1687925388
485,lagos,6.5833,3.75,73.63,97,100,5.19,NG,1687925255
486,cockburn town,21.4612,-71.1419,82.63,78,100,14.05,TC,1687925388
487,goure,13.9835,10.2704,85.57,46,82,8.52,NE,1687925389
488,alice town,25.7167,-79.3,84.27,71,0,5.82,BS,1687925389
489,tingi,-11.3,35.0333,52.12,67,1,3.71,TZ,1687925389
490,boa vista,2.8197,-60.6733,76.98,88,0,3.44,BR,1687925390
491,dryden,49.7833,-92.7503,59.04,95,96,3.22,CA,1687925390
492,morteros,-30.7116,-61.9986,54.01,73,100,14.05,AR,1687925390
493,slutsk,53.0274,27.5597,54.73,97,100,9.82,BY,1687925289
494,saudarkrokur,65.7461,-19.6394,48.85,84,34,2.66,IS,1687925391
495,vavuniya,8.7514,80.4971,89.6,50,100,9.86,LK,1687925358
496,sao jose da coroa grande,-8.8978,-35.1478,75.04,89,56,9.33,BR,1687925392
497,port-vila,-17.7338,168.3219,73.87,60,100,8.88,VU,1687925392
498,yigo village,13.5361,144.8886,87.75,71,75,12.66,GU,1687925393
499,midelt,32.6852,-4.7451,74.79,27,2,3.89,MA,1687925393
500,tara,56.8944,74.371,52.54,97,100,11.9,RU,1687925394
501,yeed,4.55,43.0333,73.67,75,10,16.13,SO,1687925394
502,black river,18.0264,-77.8487,79.56,85,94,2.35,JM,1687925394
503,andovoranto,-18.95,49.1,62.46,87,46,5.37,MG,1687925394
504,pyetrykaw,52.1289,28.4921,55.44,98,100,8.37,BY,1687925395
505,villa gesell,-37.2639,-56.973,43.05,91,49,13.09,AR,1687925395
506,juticalpa,14.65,-86.2,80.74,95,100,1.79,HN,1687925396
507,smidovich,48.6,133.8167,81.86,55,100,9.95,RU,1687925396
508,ambalavao,-21.8333,46.9333,48.65,92,2,3.02,MG,1687925397
509,pombas,17.1503,-25.0201,74.98,82,14,8.97,CV,1687925397
510,kostyantynivka,48.5277,37.7069,62.22,76,54,4.18,UA,1687925397
511,ust'-kut,56.7938,105.7672,51.39,98,100,3.13,RU,1687925397
512,masterton,-40.9597,175.6575,55.89,89,100,2.59,NZ,1687925190
513,laojunmiao,39.8333,97.7333,74.52,18,46,9.53,CN,1687925398
514,strelka,58.0728,93.0344,70.45,36,60,12.59,RU,1687925398
515,jerez de garcia salinas,22.65,-103.0,75.36,36,39,24.72,MX,1687925399
516,katsuura,35.1333,140.3,79.03,85,99,17.83,JP,1687925357
517,diu,20.7141,70.9822,80.15,89,100,13.96,IN,1687925400
518,khanty-mansiysk,61.0042,69.0019,62.11,72,20,4.0,RU,1687925400
519,baoqing,46.3317,132.2111,76.28,74,98,3.58,CN,1687925401
520,vung tau,10.346,107.0843,84.97,72,98,7.11,VN,1687925401
521,mtwara,-10.2667,40.1833,66.78,90,0,8.34,TZ,1687925402
522,bom jesus,-9.0744,-44.3586,67.21,63,17,1.81,BR,1687925402
523,ust'-ilimsk,58.0006,102.6619,66.43,39,100,8.57,RU,1687925403
524,ajuchitlan del progreso,18.1519,-100.4835,79.12,75,9,2.89,MX,1687925404
525,ondjiva,-17.0667,15.7333,40.23,46,3,3.96,AO,1687925404
526,breves,-1.6822,-50.4803,75.27,86,91,3.31,BR,1687925404
527,chake chake,-5.2459,39.7666,74.34,84,6,9.08,TZ,1687925405
528,shakawe,-18.3667,21.85,50.11,48,0,4.79,BW,1687925405
529,tazovsky,67.4667,78.7,47.08,83,96,7.49,RU,1687925406
530,daru,-9.0763,143.2092,79.0,68,100,14.07,PG,1687925406
531,river falls,44.8614,-92.6238,74.97,78,30,7.31,US,1687925406
532,nemuro,43.3236,145.575,57.24,99,100,17.22,JP,1687925407
533,nantucket,41.2835,-70.0995,69.94,98,75,10.36,US,1687925407
534,macia,-25.0269,33.0989,55.83,90,0,4.56,MZ,1687925407
535,fauske,67.2588,15.3918,53.94,94,99,3.69,NO,1687925408
536,murudeshwara,14.0943,74.4845,77.36,95,100,13.24,IN,1687925408
537,kalmunai,7.4167,81.8167,86.9,61,89,2.44,LK,1687925408
538,arteche,12.2645,125.4048,83.48,83,100,2.3,PH,1687925408
539,puerto deseado,-47.7503,-65.8938,41.86,86,100,4.68,AR,1687925409
540,chibougamau,49.9168,-74.3659,57.87,99,100,5.75,CA,1687925382
541,atbasar,51.8,68.3333,62.1,53,79,17.67,KZ,1687925410
542,uturoa,-16.7333,-151.4333,80.8,71,1,21.65,PF,1687925410
543,urengoy,65.9667,78.3667,52.38,76,100,1.3,RU,1687925411
544,korsakov,46.6328,142.7813,66.04,88,100,5.39,RU,1687925411
545,nova gradiska,45.255,17.3831,58.89,97,100,2.55,HR,1687925412
546,kiffa,16.6166,-11.4045,93.4,23,93,10.11,MR,1687925412
547,chos malal,-37.3781,-70.2709,38.17,54,100,5.82,AR,1687925412
548,turan,16.0678,108.2208,94.98,49,20,4.61,VN,1687925413
549,cambria,35.5641,-121.0808,65.77,86,96,12.19,US,1687925413
550,patong,7.8961,98.2966,87.94,99,98,12.75,TH,1687925413
551,kaseda-shirakame,31.4167,130.3167,80.96,80,71,10.76,JP,1687925414
552,kovernino,57.1253,43.8142,67.57,60,85,1.32,RU,1687925414
553,sisimiut,66.9395,-53.6735,38.8,93,80,7.09,GL,1687925414
554,masindi port,1.6961,32.0861,63.61,97,98,2.59,UG,1687925415
555,tarrafal,15.2833,-23.7667,74.19,81,28,11.9,CV,1687925415
556,viedma,-40.8135,-62.9967,44.2,76,19,5.44,AR,1687925415
557,khorinsk,52.1657,109.7726,66.04,36,28,14.56,RU,1687925416
558,sao vicente,-23.9631,-46.3919,74.26,26,0,5.84,BR,1687925416
559,turpan,42.9333,89.1667,98.2,11,49,5.28,CN,1687925416
560,holualoa,19.6228,-155.9522,79.77,79,40,9.22,US,1687925417
561,guingamp,48.4167,-3.3333,60.73,94,11,3.13,FR,1687925417
562,rabaul,-4.1967,152.1721,84.07,65,96,8.75,PG,1687925417
563,general conesa,-40.1,-64.4333,49.17,52,18,13.67,AR,1687925417
564,honggang,46.4667,124.8667,86.27,44,67,3.74,CN,1687925418
565,paracuru,-3.41,-39.0306,76.1,89,4,7.61,BR,1687925418
566,yorkton,51.2167,-102.4677,63.86,72,18,0.96,CA,1687925419
567,labrador city,52.9463,-66.9114,53.51,94,100,3.44,CA,1687925419
568,itoman,26.1247,127.6694,86.38,86,75,6.91,JP,1687925419
569,preobrazheniye,42.9019,133.9064,68.72,84,95,6.38,RU,1687925420
570,poshekhon'ye,58.4993,39.1353,65.52,64,100,2.8,RU,1687925420
571,gerash,27.6652,54.1371,87.49,52,13,2.68,IR,1687925421
572,sulak,43.2734,47.5146,75.29,66,62,21.07,RU,1687925421
573,kangding,30.0513,101.9603,69.96,83,99,5.66,CN,1687925201
574,severo-yeniseyskiy,60.3725,93.0408,65.73,36,93,7.27,RU,1687925422
575,ain taya,36.7933,3.2869,62.44,94,0,2.3,DZ,1687925423
576,muisne,0.6,-80.0333,77.81,87,56,5.39,EC,1687925424
577,paradip garh,20.3167,86.6167,89.98,60,100,18.75,IN,1687925424
578,quelimane,-17.8786,36.8883,58.95,94,40,3.44,MZ,1687925397
579,lidzbark warminski,54.1259,20.5795,53.89,84,100,7.87,PL,1687925427
580,linares,-35.85,-71.6,42.08,79,100,5.5,CL,1687925290
581,qoryooley,1.7878,44.53,76.3,81,2,11.61,SO,1687925431
582,levuka,50.1834,-105.4011,64.08,71,47,3.38,CA,1687925432
583,suoyarvi,62.0833,32.35,63.64,69,41,2.98,RU,1687925433
584,sandnessjoen,66.0217,12.6316,55.92,94,75,8.05,NO,1687925434
585,dudinka,69.4058,86.1778,60.55,45,99,10.27,RU,1687925435
586,mahavelona,-17.6848,49.5087,62.78,87,43,6.4,MG,1687925436
587,sirte,31.2089,16.5887,73.2,81,0,3.98,LY,1687925437
